Line,Smell,Number of Lines,Threshold_nol,Number of Children,Threshold_noc,File
281,long class,281,200,9,20,../input_projects/py_projects/django/django/utils/dictconfig.py
124,long class,120,200,21,20,../input_projects/py_projects/django/django/utils/datastructures.py
285,long class,185,200,23,20,../input_projects/py_projects/django/django/utils/datastructures.py
199,long class,140,200,24,20,../input_projects/py_projects/django/django/utils/dateformat.py
98,long class,446,200,22,20,../input_projects/py_projects/django/django/contrib/admin/options.py
548,long class,1266,200,57,20,../input_projects/py_projects/django/django/contrib/admin/options.py
23,long class,466,200,25,20,../input_projects/py_projects/django/django/contrib/admin/checks.py
492,long class,359,200,18,20,../input_projects/py_projects/django/django/contrib/admin/checks.py
30,long class,493,200,24,20,../input_projects/py_projects/django/django/contrib/admin/sites.py
40,long class,355,200,13,20,../input_projects/py_projects/django/django/contrib/admin/views/main.py
15,long class,301,200,11,20,../input_projects/py_projects/django/django/contrib/staticfiles/management/commands/collectstatic.py
54,long class,230,200,10,20,../input_projects/py_projects/django/django/contrib/staticfiles/storage.py
31,long class,304,200,40,20,../input_projects/py_projects/django/django/contrib/sessions/backends/base.py
17,long class,237,200,14,20,../input_projects/py_projects/django/django/contrib/contenttypes/fields.py
17,long class,316,200,32,20,../input_projects/py_projects/django/django/contrib/gis/geos/mutable_list.py
15,long class,148,200,22,20,../input_projects/py_projects/django/django/contrib/gis/geos/coordseq.py
27,long class,645,200,78,20,../input_projects/py_projects/django/django/contrib/gis/geos/geometry.py
53,long class,167,200,23,20,../input_projects/py_projects/django/django/contrib/gis/measure.py
39,long class,290,200,36,20,../input_projects/py_projects/django/django/contrib/gis/gdal/srs.py
25,long class,194,200,21,20,../input_projects/py_projects/django/django/contrib/gis/gdal/layer.py
64,long class,430,200,57,20,../input_projects/py_projects/django/django/contrib/gis/gdal/geometries.py
25,long class,247,200,16,20,../input_projects/py_projects/django/django/contrib/gis/geoip/base.py
47,long class,580,200,16,20,../input_projects/py_projects/django/django/contrib/gis/utils/layermapping.py
48,long class,327,200,23,20,../input_projects/py_projects/django/django/contrib/gis/db/backends/postgis/operations.py
18,long class,252,200,22,20,../input_projects/py_projects/django/django/contrib/gis/db/backends/spatialite/operations.py
9,long class,209,200,16,20,../input_projects/py_projects/django/django/contrib/gis/db/backends/base/models.py
68,long class,246,200,18,20,../input_projects/py_projects/django/django/contrib/gis/db/models/fields.py
21,long class,794,200,39,20,../input_projects/py_projects/django/django/contrib/gis/db/models/query.py
45,long class,242,200,5,20,../input_projects/py_projects/django/django/http/multipartparser.py
42,long class,271,200,24,20,../input_projects/py_projects/django/django/http/request.py
94,long class,233,200,23,20,../input_projects/py_projects/django/django/http/response.py
19,long class,1106,200,30,20,../input_projects/py_projects/django/django/db/migrations/autodetector.py
16,long class,310,200,10,20,../input_projects/py_projects/django/django/db/migrations/loader.py
7,long class,367,200,20,20,../input_projects/py_projects/django/django/db/migrations/optimizer.py
143,long class,323,200,8,20,../input_projects/py_projects/django/django/db/migrations/writer.py
301,long class,270,200,14,20,../input_projects/py_projects/django/django/db/migrations/state.py
13,long class,292,200,23,20,../input_projects/py_projects/django/django/db/backends/oracle/creation.py
17,long class,430,200,47,20,../input_projects/py_projects/django/django/db/backends/oracle/operations.py
9,long class,278,200,9,20,../input_projects/py_projects/django/django/db/backends/oracle/introspection.py
83,long class,238,200,13,20,../input_projects/py_projects/django/django/db/backends/oracle/base.py
9,long class,231,200,26,20,../input_projects/py_projects/django/django/db/backends/postgresql_psycopg2/operations.py
13,long class,214,200,7,20,../input_projects/py_projects/django/django/db/backends/postgresql_psycopg2/introspection.py
24,long class,180,200,25,20,../input_projects/py_projects/django/django/db/backends/sqlite3/operations.py
54,long class,206,200,9,20,../input_projects/py_projects/django/django/db/backends/sqlite3/introspection.py
86,long class,216,200,12,20,../input_projects/py_projects/django/django/db/backends/sqlite3/base.py
10,long class,247,200,9,20,../input_projects/py_projects/django/django/db/backends/sqlite3/schema.py
11,long class,195,200,24,20,../input_projects/py_projects/django/django/db/backends/mysql/operations.py
160,long class,216,200,13,20,../input_projects/py_projects/django/django/db/backends/mysql/base.py
21,long class,520,200,24,20,../input_projects/py_projects/django/django/db/backends/base/creation.py
6,long class,245,200,4,20,../input_projects/py_projects/django/django/db/backends/base/features.py
14,long class,552,200,61,20,../input_projects/py_projects/django/django/db/backends/base/operations.py
18,long class,485,200,47,20,../input_projects/py_projects/django/django/db/backends/base/base.py
21,long class,902,200,31,20,../input_projects/py_projects/django/django/db/backends/base/schema.py
87,long class,742,200,41,20,../input_projects/py_projects/django/django/db/models/options.py
48,long class,996,200,74,20,../input_projects/py_projects/django/django/db/models/query.py
14,long class,104,200,21,20,../input_projects/py_projects/django/django/db/models/expressions.py
121,long class,219,200,24,20,../input_projects/py_projects/django/django/db/models/expressions.py
72,long class,252,200,10,20,../input_projects/py_projects/django/django/db/models/deletion.py
100,long class,285,200,16,20,../input_projects/py_projects/django/django/db/models/fields/related.py
846,long class,294,200,13,20,../input_projects/py_projects/django/django/db/models/fields/related.py
1471,long class,308,200,25,20,../input_projects/py_projects/django/django/db/models/fields/related.py
1782,long class,224,200,21,20,../input_projects/py_projects/django/django/db/models/fields/related.py
2106,long class,497,200,23,20,../input_projects/py_projects/django/django/db/models/fields/related.py
92,long class,826,200,57,20,../input_projects/py_projects/django/django/db/models/fields/__init__.py
68,long class,302,200,5,20,../input_projects/py_projects/django/django/db/models/base.py
385,long class,1256,200,48,20,../input_projects/py_projects/django/django/db/models/base.py
20,long class,871,200,29,20,../input_projects/py_projects/django/django/db/models/sql/compiler.py
99,long class,1945,200,85,20,../input_projects/py_projects/django/django/db/models/sql/query.py
31,long class,293,200,10,20,../input_projects/py_projects/django/django/db/models/sql/where.py
248,long class,274,200,9,20,../input_projects/py_projects/django/django/views/debug.py
15,long class,428,200,27,20,../input_projects/py_projects/django/django/apps/registry.py
