Line,Smell,Number of Lines,Threshold,File
1809,long method,103,100,../input_projects/py_projects/pandas/pandas/core/indexes/base.py
3239,long method,119,100,../input_projects/py_projects/pandas/pandas/core/indexes/base.py
3821,long method,132,100,../input_projects/py_projects/pandas/pandas/core/indexes/base.py
4323,long method,111,100,../input_projects/py_projects/pandas/pandas/core/indexes/base.py
4835,long method,146,100,../input_projects/py_projects/pandas/pandas/core/indexes/base.py
7770,long method,107,100,../input_projects/py_projects/pandas/pandas/core/indexes/base.py
100,long method,117,100,../input_projects/py_projects/pandas/pandas/util/_decorators.py
250,long method,136,100,../input_projects/py_projects/pandas/pandas/_version.py
137,long method,108,100,../input_projects/py_projects/pandas/pandas/io/orc.py
880,long method,146,100,../input_projects/py_projects/pandas/pandas/io/parsers/readers.py
1271,long method,134,100,../input_projects/py_projects/pandas/pandas/io/parsers/readers.py
1453,long method,112,100,../input_projects/py_projects/pandas/pandas/io/parsers/readers.py
1685,long method,154,100,../input_projects/py_projects/pandas/pandas/io/parsers/readers.py
2133,long method,131,100,../input_projects/py_projects/pandas/pandas/io/parsers/readers.py
382,long method,183,100,../input_projects/py_projects/pandas/pandas/io/parsers/python_parser.py
671,long method,110,100,../input_projects/py_projects/pandas/pandas/io/parsers/base_parser.py
60,long method,132,100,../input_projects/py_projects/pandas/pandas/io/parsers/c_parser_wrapper.py
222,long method,113,100,../input_projects/py_projects/pandas/pandas/io/parsers/c_parser_wrapper.py
604,long method,568,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
1215,long method,143,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
2349,long method,138,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
2489,long method,137,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
2628,long method,189,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
2839,long method,140,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
3048,long method,125,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
3345,long method,101,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
3453,long method,102,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
3617,long method,114,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
3931,long method,205,100,../input_projects/py_projects/pandas/pandas/io/formats/style.py
273,long method,117,100,../input_projects/py_projects/pandas/pandas/io/formats/html.py
473,long method,123,100,../input_projects/py_projects/pandas/pandas/io/formats/html.py
1343,long method,126,100,../input_projects/py_projects/pandas/pandas/io/formats/format.py
259,long method,110,100,../input_projects/py_projects/pandas/pandas/io/formats/style_render.py
729,long method,111,100,../input_projects/py_projects/pandas/pandas/io/formats/style_render.py
944,long method,269,100,../input_projects/py_projects/pandas/pandas/io/formats/style_render.py
1215,long method,186,100,../input_projects/py_projects/pandas/pandas/io/formats/style_render.py
1403,long method,156,100,../input_projects/py_projects/pandas/pandas/io/formats/style_render.py
