Line,Smell,Cause,Number of Conditions,Threshold,File
81,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/reload.js
205,complex conditional,long if,11,3,../input_projects/multi_projects/zulip/web/src/narrow.js
375,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow.js
618,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow.js
652,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow.js
948,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow.js
1035,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow.js
1093,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow.js
455,complex conditional,long switch,4,3,../input_projects/multi_projects/zulip/web/src/narrow.js
906,complex conditional,long switch,4,3,../input_projects/multi_projects/zulip/web/src/narrow.js
54,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/compose_recipient.js
53,complex conditional,long if,10,3,../input_projects/multi_projects/zulip/web/src/message_edit_history.js
39,complex conditional,long if,30,3,../input_projects/multi_projects/zulip/web/src/upload.js
472,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/upload.js
40,complex conditional,long switch,13,3,../input_projects/multi_projects/zulip/web/src/upload.js
80,complex conditional,long switch,13,3,../input_projects/multi_projects/zulip/web/src/upload.js
11,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/desktop_notifications.js
773,complex conditional,long if,7,3,../input_projects/multi_projects/zulip/web/src/stream_settings_ui.js
241,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/emoji_picker.js
310,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/emoji_picker.js
371,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/emoji_picker.js
407,complex conditional,long if,7,3,../input_projects/multi_projects/zulip/web/src/emoji_picker.js
478,complex conditional,long if,7,3,../input_projects/multi_projects/zulip/web/src/emoji_picker.js
519,complex conditional,long switch,9,3,../input_projects/multi_projects/zulip/web/src/emoji_picker.js
53,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/condense.js
129,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/condense.js
136,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/rendered_markdown.js
274,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/rendered_markdown.js
139,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/portico/landing-page.js
249,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/portico/integrations.js
270,complex conditional,long switch,7,3,../input_projects/multi_projects/zulip/web/src/portico/integrations.js
162,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/portico/integrations_dev_panel.js
375,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_viewport.js
124,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/stream_list.js
518,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/compose_validate.js
548,complex conditional,long switch,4,3,../input_projects/multi_projects/zulip/web/src/compose_validate.js
50,complex conditional,long if,9,3,../input_projects/multi_projects/zulip/web/src/compose_call_ui.js
162,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/stream_events.js
47,complex conditional,long switch,17,3,../input_projects/multi_projects/zulip/web/src/stream_events.js
51,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/popover_menus.js
39,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/navbar_menus.js
17,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/compose_closed_ui.js
49,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/compose_closed_ui.js
