Line,Smell,Cause,Number of Conditions,Threshold,File
1969,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
2015,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
2145,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
2182,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
2204,complex conditional,long if,9,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
2311,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
2500,complex conditional,long if,11,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1855,complex conditional,long switch,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
2146,complex conditional,long switch,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
2274,complex conditional,long switch,9,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
129,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ApplicationProtocolNegotiationHandler.java
100,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/EnhancingX509ExtendedTrustManager.java
256,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/CipherSuiteConverter.java
377,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/CipherSuiteConverter.java
403,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/CipherSuiteConverter.java
123,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/flush/FlushConsolidationHandler.java
175,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/stream/ChunkedWriteHandler.java
244,complex conditional,long if,9,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/stream/ChunkedWriteHandler.java
154,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/timeout/WriteTimeoutHandler.java
439,complex conditional,long if,8,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/timeout/IdleStateHandler.java
402,complex conditional,long switch,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/timeout/IdleStateHandler.java
365,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/logging/LoggingHandler.java
395,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/logging/LoggingHandler.java
99,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/flow/FlowControlHandler.java
67,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-smtp/src/main/java/io/netty/handler/codec/smtp/SmtpResponseDecoder.java
63,complex conditional,long switch,8,3,../input_projects/java_projects/netty/codec-smtp/src/main/java/io/netty/handler/codec/smtp/SmtpResponseDecoder.java
48,complex conditional,long if,6,3,../input_projects/java_projects/netty/codec-smtp/src/main/java/io/netty/handler/codec/smtp/SmtpRequestEncoder.java
76,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-smtp/src/main/java/io/netty/handler/codec/smtp/SmtpRequestEncoder.java
122,complex conditional,long if,6,3,../input_projects/java_projects/netty/codec-http/src/test/java/io/netty/handler/codec/http/HttpResponseStatusTest.java
216,complex conditional,long switch,6,3,../input_projects/java_projects/netty/codec-http/src/test/java/io/netty/handler/codec/http/HttpServerKeepAliveHandlerTest.java
422,complex conditional,long if,6,3,../input_projects/java_projects/netty/codec-http/src/test/java/io/netty/handler/codec/http/HttpHeaderValidationUtilTest.java
424,complex conditional,long switch,4,3,../input_projects/java_projects/netty/codec-http/src/test/java/io/netty/handler/codec/http/HttpHeaderValidationUtilTest.java
437,complex conditional,long switch,11,3,../input_projects/java_projects/netty/codec-http/src/test/java/io/netty/handler/codec/http/HttpHeaderValidationUtilTest.java
502,complex conditional,long switch,17,3,../input_projects/java_projects/netty/codec-http/src/test/java/io/netty/handler/codec/http/HttpHeaderValidationUtilTest.java
93,complex conditional,long if,5,3,../input_projects/java_projects/netty/codec-http/src/test/java/io/netty/handler/codec/http/HttpContentCompressorTest.java
268,complex conditional,long switch,18,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/rtsp/RtspResponseStatuses.java
177,complex conditional,long if,10,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyFrameCodec.java
166,complex conditional,long if,23,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyHttpDecoder.java
68,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyHeaderBlockRawDecoder.java
163,complex conditional,long if,6,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyHeaderBlockRawDecoder.java
88,complex conditional,long switch,33,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyHeaderBlockRawDecoder.java
55,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyHttpResponseStreamIdHandler.java
177,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyHttpEncoder.java
105,complex conditional,long switch,41,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyFrameDecoder.java
387,complex conditional,long switch,11,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyFrameDecoder.java
425,complex conditional,long switch,10,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyFrameDecoder.java
70,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySession.java
211,complex conditional,long if,4,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySession.java
90,complex conditional,long if,39,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySessionHandler.java
454,complex conditional,long if,27,3,../input_projects/java_projects/netty/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySessionHandler.java
