Line,Smell,Cause,Number of Conditions,Threshold,File
329,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java
674,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java
790,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java
851,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java
916,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java
1048,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java
1153,complex conditional,long if,8,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java
81,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/test/java/org/apache/maven/repository/internal/util/ConsoleTransferListener.java
137,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionRangeResolver.java
156,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java
182,complex conditional,long if,10,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java
275,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java
392,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java
73,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/VersionsMetadata.java
93,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadata.java
100,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/PluginsMetadataGenerator.java
116,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/PluginsMetadataGenerator.java
