Line,Smell,Number of Lines,Threshold,File
1412,long method,134,100,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/PyShell.py
326,long method,110,100,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/configDialog.py
208,long method,126,100,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/PyParse.py
357,long method,104,100,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/PyParse.py
256,long method,104,100,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/AutoCompleteWindow.py
123,long method,224,100,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/EditorWindow.py
406,long method,103,100,../input_projects/multi_projects/jython/lib-python/2.7/socket.py
264,long method,155,100,../input_projects/multi_projects/jython/lib-python/2.7/tokenize.py
498,long method,142,100,../input_projects/multi_projects/jython/lib-python/2.7/logging/config.py
780,long method,113,100,../input_projects/multi_projects/jython/lib-python/2.7/logging/config.py
242,long method,181,100,../input_projects/multi_projects/jython/lib-python/2.7/xmllib.py
195,long method,234,100,../input_projects/multi_projects/jython/lib-python/2.7/email/feedparser.py
380,long method,292,100,../input_projects/multi_projects/jython/lib-python/2.7/sre_parse.py
1246,long method,103,100,../input_projects/multi_projects/jython/Lib/zipfile.py
18,long method,164,100,../input_projects/multi_projects/jython/Lib/distutils/util.py
430,long method,142,100,../input_projects/multi_projects/jython/Lib/distutils/util.py
254,long method,137,100,../input_projects/multi_projects/jython/Lib/distutils/command/install.py
2162,long method,103,100,../input_projects/multi_projects/jython/Lib/_socket.py
2,long method,2326,100,../input_projects/multi_projects/jython/Lib/test/large_methods.py
2330,long method,58927,100,../input_projects/multi_projects/jython/Lib/test/large_methods.py
61275,long method,2326,100,../input_projects/multi_projects/jython/Lib/test/large_methods.py
269,long method,123,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
667,long method,160,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
863,long method,129,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
1137,long method,199,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
1806,long method,168,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
2092,long method,114,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
2208,long method,341,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
2918,long method,114,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
3700,long method,104,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
4288,long method,149,100,../input_projects/multi_projects/jython/Lib/test/test_descr.py
209,long method,189,100,../input_projects/multi_projects/jython/Lib/test/test_pprint.py
147,long method,101,100,../input_projects/multi_projects/jython/Lib/test/test_class.py
250,long method,117,100,../input_projects/multi_projects/jython/Lib/test/test_class.py
268,long method,146,100,../input_projects/multi_projects/jython/Lib/test/test_strtod.py
109,long method,103,100,../input_projects/multi_projects/jython/Lib/test/test_zipimport_support.py
1285,long method,113,100,../input_projects/multi_projects/jython/Lib/test/test_cookielib.py
270,long method,124,100,../input_projects/multi_projects/jython/Lib/test/test_decimal.py
690,long method,142,100,../input_projects/multi_projects/jython/Lib/test/test_decimal.py
1098,long method,137,100,../input_projects/multi_projects/jython/Lib/test/test_generators.py
2,long method,2326,100,../input_projects/multi_projects/jython/Lib/test/large_module.py
2330,long method,58927,100,../input_projects/multi_projects/jython/Lib/test/large_module.py
61275,long method,2326,100,../input_projects/multi_projects/jython/Lib/test/large_module.py
203,long method,102,100,../input_projects/multi_projects/jython/Lib/test/test_exceptions.py
113,long method,117,100,../input_projects/multi_projects/jython/Lib/test/test_sysconfig.py
261,long method,117,100,../input_projects/multi_projects/jython/Lib/test/test_struct.py
141,long method,233,100,../input_projects/multi_projects/jython/Lib/test/test_str.py
328,long method,109,100,../input_projects/multi_projects/jython/Lib/test/test_file2k.py
479,long method,131,100,../input_projects/multi_projects/jython/Lib/test/test_ssl.py
2644,long method,117,100,../input_projects/multi_projects/jython/Lib/test/test_ssl.py
105,long method,126,100,../input_projects/multi_projects/jython/Lib/test/test_xml_etree_jy.py
228,long method,109,100,../input_projects/multi_projects/jython/Lib/test/test_file.py
49,long method,199,100,../input_projects/multi_projects/jython/Lib/test/test_int.py
187,long method,334,100,../input_projects/multi_projects/jython/Lib/test/regrtest.py
586,long method,110,100,../input_projects/multi_projects/jython/Lib/test/regrtest.py
1151,long method,122,100,../input_projects/multi_projects/jython/Lib/test/test_re.py
673,long method,213,100,../input_projects/multi_projects/jython/Lib/test/string_tests.py
128,long method,129,100,../input_projects/multi_projects/jython/Lib/test/test_codeop.py
132,long method,148,100,../input_projects/multi_projects/jython/Lib/test/test_userdict.py
40,long method,107,100,../input_projects/multi_projects/jython/Lib/test/test_ast_jy.py
308,long method,145,100,../input_projects/multi_projects/jython/Lib/test/test_long.py
486,long method,238,100,../input_projects/multi_projects/jython/Lib/test/test_unicode_jy.py
1080,long method,104,100,../input_projects/multi_projects/jython/Lib/test/test_builtin.py
1516,long method,128,100,../input_projects/multi_projects/jython/Lib/test/test_builtin.py
57,long method,250,100,../input_projects/multi_projects/jython/Lib/test/test_format.py
234,long method,122,100,../input_projects/multi_projects/jython/Lib/test/test_httplib.py
644,long method,147,100,../input_projects/multi_projects/jython/Lib/test/test_math.py
298,long method,152,100,../input_projects/multi_projects/jython/Lib/test/test_types.py
452,long method,106,100,../input_projects/multi_projects/jython/Lib/test/test_types.py
588,long method,135,100,../input_projects/multi_projects/jython/Lib/test/test_types.py
833,long method,141,100,../input_projects/multi_projects/jython/Lib/subprocess.py
1592,long method,132,100,../input_projects/multi_projects/jython/Lib/subprocess.py
585,long method,122,100,../input_projects/multi_projects/jython/Lib/pydoc.py
709,long method,150,100,../input_projects/multi_projects/jython/Lib/pydoc.py
1133,long method,118,100,../input_projects/multi_projects/jython/Lib/pydoc.py
2184,long method,179,100,../input_projects/multi_projects/jython/Lib/pydoc.py
523,long method,143,100,../input_projects/multi_projects/jython/Lib/decimal.py
1927,long method,213,100,../input_projects/multi_projects/jython/Lib/decimal.py
2142,long method,214,100,../input_projects/multi_projects/jython/Lib/decimal.py
64,long method,113,100,../input_projects/multi_projects/jython/Lib/xml/Uri.py
556,long method,169,100,../input_projects/multi_projects/jython/Lib/platform.py
1247,long method,138,100,../input_projects/multi_projects/jython/Lib/platform.py
1227,long method,101,100,../input_projects/multi_projects/jython/Lib/_google_ipaddr_r234.py
38,long method,144,100,../input_projects/multi_projects/jython/Lib/sre_compile.py
372,long method,104,100,../input_projects/multi_projects/jython/Lib/sre_compile.py
1233,long method,122,100,../input_projects/multi_projects/jython/Lib/doctest.py
1798,long method,102,100,../input_projects/multi_projects/jython/Lib/doctest.py
1902,long method,123,100,../input_projects/multi_projects/jython/Lib/doctest.py
486,long method,125,100,../input_projects/multi_projects/jython/Lib/ssl.py
431,long method,126,100,../input_projects/multi_projects/jython/Lib/sysconfig.py
567,long method,168,100,../input_projects/multi_projects/jython/Lib/sysconfig.py
380,long method,292,100,../input_projects/multi_projects/jython/Lib/sre_parse.py
209,long method,114,100,../input_projects/multi_projects/jython/src/templates/spark.py
