Line,Smell,Number of Lines,Threshold_nol,Number of Children,Threshold_noc,File
29,long class,536,200,23,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_urlparse.py
29,long class,401,200,16,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_float.py
969,long class,417,200,7,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_float.py
9,long class,236,200,23,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_platform.py
11,long class,632,200,53,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_complex.py
20,long class,276,200,7,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_codeop.py
464,long class,133,200,27,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_collections.py
765,long class,247,200,21,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_collections.py
7,long class,301,200,35,20,../input_projects/multi_projects/jython/lib-python/2.7/test/mapping_tests.py
311,long class,247,200,26,20,../input_projects/multi_projects/jython/lib-python/2.7/test/mapping_tests.py
22,long class,153,200,22,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_tcl.py
12,long class,460,200,15,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_uuid.py
40,long class,319,200,11,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_tools.py
32,long class,219,200,8,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_codecs.py
82,long class,827,200,39,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_long.py
9,long class,117,200,27,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_call.py
64,long class,1583,200,124,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_builtin.py
7,long class,216,200,14,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_hmac.py
55,long class,245,200,5,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_format.py
15,long class,308,200,32,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_csv.py
487,long class,95,200,25,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_csv.py
263,long class,82,200,21,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_sets.py
85,long class,300,200,14,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_httplib.py
388,long class,315,200,25,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_httplib.py
8,long class,671,200,69,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_dict.py
131,long class,888,200,47,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_math.py
97,long class,300,200,22,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_htmlparser.py
401,long class,201,200,17,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_htmlparser.py
10,long class,640,200,27,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_mmap.py
636,long class,312,200,17,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_tarfile.py
55,long class,1390,200,93,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_minidom.py
180,long class,203,200,17,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_ast.py
1745,long class,256,200,15,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_argparse.py
4632,long class,165,200,47,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_argparse.py
205,long class,385,200,33,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_gdb.py
45,long class,240,200,12,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_pkg.py
9,long class,737,200,25,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_types.py
55,long class,149,200,28,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_ftplib.py
401,long class,150,200,27,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_ftplib.py
29,long class,218,200,14,20,../input_projects/multi_projects/jython/lib-python/2.7/plat-irix6/readcd.py
274,long class,215,200,26,20,../input_projects/multi_projects/jython/lib-python/2.7/wave.py
85,long class,382,200,27,20,../input_projects/multi_projects/jython/lib-python/2.7/rfc822.py
501,long class,272,200,13,20,../input_projects/multi_projects/jython/lib-python/2.7/rfc822.py
35,long class,173,200,22,20,../input_projects/multi_projects/jython/lib-python/2.7/weakref.py
232,long class,147,200,23,20,../input_projects/multi_projects/jython/lib-python/2.7/weakref.py
75,long class,530,200,26,20,../input_projects/multi_projects/jython/lib-python/2.7/modulefinder.py
24,long class,372,200,15,20,../input_projects/multi_projects/jython/lib-python/2.7/markupbase.py
352,long class,415,200,23,20,../input_projects/multi_projects/jython/lib-python/2.7/cgi.py
56,long class,229,200,18,20,../input_projects/multi_projects/jython/lib-python/2.7/multiprocessing/queues.py
130,long class,399,200,21,20,../input_projects/multi_projects/jython/lib-python/2.7/multiprocessing/pool.py
148,long class,293,200,16,20,../input_projects/multi_projects/jython/lib-python/2.7/multiprocessing/managers.py
466,long class,210,200,15,20,../input_projects/multi_projects/jython/lib-python/2.7/multiprocessing/managers.py
123,long class,409,200,34,20,../input_projects/multi_projects/jython/lib-python/2.7/rexec.py
