Line,Smell,Number of Parameters,Threshold,File
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_lazy_collect_methodref_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_lazy_collect_methodref_jdk_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECParallelEager_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECParallelEager_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECParallelEager_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECParallelEager_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_parallel_eager_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_parallel_eager_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_parallel_eager_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_parallel_eager_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_eager_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_eager_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_eager_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_eager_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceSetTest_parallel_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceSetTest_parallel_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceSetTest_parallel_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceSetTest_parallel_lazy_jdk_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumECPrimitiveEager_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumECPrimitiveEager_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumECPrimitiveEager_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumECPrimitiveEager_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_serial_eager_directSumOfInt_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_serial_eager_directSumOfInt_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_serial_eager_directSumOfInt_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_serial_eager_directSumOfInt_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_unordered_lists_2_keys_serial_eager_guava_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_unordered_lists_2_keys_serial_eager_guava_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_unordered_lists_2_keys_serial_eager_guava_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_unordered_lists_2_keys_serial_eager_guava_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_streams_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_streams_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_streams_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_streams_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_serial_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_serial_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_serial_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_serial_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_serial_lazy_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_serial_lazy_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_serial_lazy_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_serial_lazy_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECBoxedEager_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECBoxedEager_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECBoxedEager_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECBoxedEager_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumECPrimitiveLazy_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumECPrimitiveLazy_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumECPrimitiveLazy_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterMapSumECPrimitiveLazy_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_ecPut_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_ecPut_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_ecPut_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_ecPut_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_lazy_direct_methodref_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_lazy_direct_methodref_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_lazy_direct_methodref_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_lazy_direct_methodref_jdk_jmhTest.java
116,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_serial_lazy_streams_ec_jmhTest.java
185,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_serial_lazy_streams_ec_jmhTest.java
255,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_serial_lazy_streams_ec_jmhTest.java
323,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_serial_lazy_streams_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_10000_keys_parallel_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_10000_keys_parallel_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_10000_keys_parallel_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_10000_keys_parallel_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_serial_lazy_intstream_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_serial_lazy_intstream_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_serial_lazy_intstream_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_serial_lazy_intstream_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AllSatisfyTest_short_circuit_middle_parallel_lazy_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AllSatisfyTest_short_circuit_middle_parallel_lazy_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AllSatisfyTest_short_circuit_middle_parallel_lazy_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AllSatisfyTest_short_circuit_middle_parallel_lazy_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_unordered_lists_100_keys_serial_lazy_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_unordered_lists_100_keys_serial_lazy_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_unordered_lists_100_keys_serial_lazy_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_unordered_lists_100_keys_serial_lazy_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKBoxedStream_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKBoxedStream_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKBoxedStream_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKBoxedStream_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AllSatisfyTest_short_circuit_middle_parallel_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AllSatisfyTest_short_circuit_middle_parallel_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AllSatisfyTest_short_circuit_middle_parallel_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AllSatisfyTest_short_circuit_middle_parallel_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_eager_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_eager_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_eager_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_eager_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectorJoiningTest_parallel_lazy_mapToStringJoining_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectorJoiningTest_parallel_lazy_mapToStringJoining_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectorJoiningTest_parallel_lazy_mapToStringJoining_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectorJoiningTest_parallel_lazy_mapToStringJoining_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumJDKIntStreamParallel_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumJDKIntStreamParallel_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumJDKIntStreamParallel_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumJDKIntStreamParallel_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_parallel_lazy_mapToIntSum_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_parallel_lazy_mapToIntSum_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_parallel_lazy_mapToIntSum_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_parallel_lazy_mapToIntSum_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountSetTest_serial_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountSetTest_serial_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountSetTest_serial_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountSetTest_serial_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnySatisfyTest_short_circuit_middle_parallel_lazy_streams_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnySatisfyTest_short_circuit_middle_parallel_lazy_streams_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnySatisfyTest_short_circuit_middle_parallel_lazy_streams_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnySatisfyTest_short_circuit_middle_parallel_lazy_streams_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnagramListTest_serial_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnagramListTest_serial_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnagramListTest_serial_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnagramListTest_serial_lazy_jdk_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKIntStream_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKIntStream_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKIntStream_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKIntStream_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_parallel_lazy_streams_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_parallel_lazy_streams_ec_jmhTest.java
